route_name,route_link,bus_name,bus_type,departing_time,duration,reaching_time,star_rating,price,seat_availability
Kolkata to Mandarmani,https://www.redbus.in/bus-tickets/kolkata-to-mandarmani,Snemita Parisheba,AC Seater,19:30,04h 10m,23:40,2.8,370.0,0
Kolkata to Mandarmani,https://www.redbus.in/bus-tickets/kolkata-to-mandarmani,Snemita Parisheba,AC Seater,14:45,04h 00m,18:45,2.8,370.0,0
Kolkata to Mandarmani,https://www.redbus.in/bus-tickets/kolkata-to-mandarmani,Sagufta Travels (Maa Gauri),AC Seater,09:30,04h 30m,14:00,2.8,315.0,0
Kolkata to Mandarmani,https://www.redbus.in/bus-tickets/kolkata-to-mandarmani,Snemita Parisheba (Samanta),AC Seater,08:45,04h 00m,12:45,2.8,370.0,0
Kolkata to Mandarmani,https://www.redbus.in/bus-tickets/kolkata-to-mandarmani,Rohit Travels,AC Seater,23:55,04h 35m,04:30,2.8,500.0,0
Kolkata to Mandarmani,https://www.redbus.in/bus-tickets/kolkata-to-mandarmani,Snemita Paribahan (Shinjini),AC Seater,12:20,04h 00m,16:20,2.8,390.0,0
Kolkata to Mandarmani,https://www.redbus.in/bus-tickets/kolkata-to-mandarmani,Snemita Paribahan (Maa Gouri),AC Seater,12:40,04h 00m,16:40,2.8,370.0,0
Kolkata to Mandarmani,https://www.redbus.in/bus-tickets/kolkata-to-mandarmani,Snemita Paribahan (Sathi),AC Seater,17:40,03h 35m,21:15,2.8,380.0,0
Kolkata to Mandarmani,https://www.redbus.in/bus-tickets/kolkata-to-mandarmani,Snemita Paribahan (Ruposhi),AC Seater,15:55,04h 15m,20:10,2.8,370.0,0
Kolkata to Mandarmani,https://www.redbus.in/bus-tickets/kolkata-to-mandarmani,Sree Jagannath Travels,AC Semi-Sleeper,08:20,04h 20m,12:40,2.5,355.0,0
Kolkata to Mandarmani,https://www.redbus.in/bus-tickets/kolkata-to-mandarmani,Snemita Paribahan (ANGEL),AC Semi-Sleeper,23:58,04h 02m,04:00,2.5,420.0,0
Kolkata to Mandarmani,https://www.redbus.in/bus-tickets/kolkata-to-mandarmani,Basu Travels,AC Semi-Sleeper,23:55,03h 35m,03:30,2.5,469.0,0
Kolkata to Mandarmani,https://www.redbus.in/bus-tickets/kolkata-to-mandarmani,Snemita Paribahan (Angel),AC Seater,08:30,04h 00m,12:30,2.5,430.0,0
Kolkata to Mandarmani,https://www.redbus.in/bus-tickets/kolkata-to-mandarmani,Snemita Paribahan (Shinjini),AC Seater,23:45,04h 15m,04:00,2.5,420.0,0
Kolkata to Mandarmani,https://www.redbus.in/bus-tickets/kolkata-to-mandarmani,Ankita Paribahan (Maity Motor),AC Semi-Sleeper,22:20,04h 00m,02:20,2.5,393.0,0
Kolkata to Mandarmani,https://www.redbus.in/bus-tickets/kolkata-to-mandarmani,Ankita Paribahan (Maity Motor),AC Seater,00:45,04h 15m,05:00,2.3,405.0,0
Kolkata to Mandarmani,https://www.redbus.in/bus-tickets/kolkata-to-mandarmani,Friends Travels,AC Seater,23:55,04h 45m,04:40,2.2,350.0,0
Kolkata to Mandarmani,https://www.redbus.in/bus-tickets/kolkata-to-mandarmani,Ankita Paribahan (Anuska),AC Seater,13:50,04h 30m,18:20,2.2,370.0,0
Kolkata to Mandarmani,https://www.redbus.in/bus-tickets/kolkata-to-mandarmani,Ankita Paribahan (Satya),AC Semi-Sleeper,07:20,03h 40m,11:00,2.3,405.0,0
Kolkata to Mandarmani,https://www.redbus.in/bus-tickets/kolkata-to-mandarmani,Ankita Paribahan(Atithi),AC Semi-Sleeper,22:40,05h 50m,04:30,2.2,352.0,0
Kolkata to Mandarmani,https://www.redbus.in/bus-tickets/kolkata-to-mandarmani,Aradhana Bus Service,AC Seater/Sleeper,01:35,03h 25m,05:00,2.2,700.0,0
Kolkata to Mandarmani,https://www.redbus.in/bus-tickets/kolkata-to-mandarmani,Subhadip Travels(Kojagar),Non-AC Seater,16:50,04h 20m,21:10,2.2,378.0,0
Kolkata to Mandarmani,https://www.redbus.in/bus-tickets/kolkata-to-mandarmani,Subhadip Travels(Jagannath),AC Sleeper,07:30,04h 30m,12:00,2.0,378.0,0
Kolkata to Mandarmani,https://www.redbus.in/bus-tickets/kolkata-to-mandarmani,Aradhana Bus Service,AC Seater/Sleeper,03:10,03h 55m,07:05,1.9,450.0,0
Kolkata to Mandarmani,https://www.redbus.in/bus-tickets/kolkata-to-mandarmani,Subhadip Travels(Radha Gobinda),AC Seater,15:25,04h 55m,20:20,1.9,378.0,0
Kolkata to Mandarmani,https://www.redbus.in/bus-tickets/kolkata-to-mandarmani,Subhadip Travels(Jagannath),AC Sleeper,08:00,04h 05m,12:05,2.0,378.0,0
Kolkata to Mandarmani,https://www.redbus.in/bus-tickets/kolkata-to-mandarmani,Subhadip Travels(jahnabi),AC Sleeper,17:20,03h 30m,20:50,1.0,378.0,0
Kolkata to Mandarmani,https://www.redbus.in/bus-tickets/kolkata-to-mandarmani,Bengal Surface Transport,AC Semi-Sleeper,23:59,04h 01m,04:00,0.0,399.0,0
Kolkata to Mandarmani,https://www.redbus.in/bus-tickets/kolkata-to-mandarmani,Aniruddha Travels,Non-AC Semi-Sleeper,07:30,04h 50m,12:20,0.0,229.0,0
Kolkata to Mandarmani,https://www.redbus.in/bus-tickets/kolkata-to-mandarmani,Arunita Paribahan,AC Sleeper,09:30,04h 00m,13:30,0.0,350.0,0
Kolkata to Mandarmani,https://www.redbus.in/bus-tickets/kolkata-to-mandarmani,Bengal Surface Transport,AC Semi-Sleeper,10:40,03h 40m,14:20,0.0,399.0,0
Kolkata to Mandarmani,https://www.redbus.in/bus-tickets/kolkata-to-mandarmani,Anadi Travels (Disha Gold),AC Semi-Sleeper,23:00,05h 30m,04:30,0.0,699.0,0
Kolkata to Bakkhali,https://www.redbus.in/bus-tickets/kolkata-to-bakkhali,West bengal transport corporation - 152546,AC Seater,07:00,04h 30m,11:30,1.5,240.0,0
Kolkata to Bakkhali,https://www.redbus.in/bus-tickets/kolkata-to-bakkhali,WBTC (CTC) HABRA - BAKKHALI - 153|07:50,Non-AC Seater,07:50,04h 05m,11:55,3.4,102.0,0
Patna (Bihar) to Bettiah,https://www.redbus.in/bus-tickets/patna-to-bettiah,Bihar state road transport corporation (BSRTC) - 142944,Non-AC Seater,06:00,05h 00m,11:00,3.4,285.0,54
Patna (Bihar) to Bettiah,https://www.redbus.in/bus-tickets/patna-to-bettiah,Bihar state road transport corporation (BSRTC) - 147264,AC Seater,06:30,06h 05m,12:35,3.1,331.0,33
Patna (Bihar) to Bettiah,https://www.redbus.in/bus-tickets/patna-to-bettiah,Bihar state road transport corporation (BSRTC) - 146158,Non-AC Seater,09:00,06h 00m,15:00,2.2,285.0,30
Patna (Bihar) to Bettiah,https://www.redbus.in/bus-tickets/patna-to-bettiah,Jai Hanuman Travels,AC Seater/Sleeper,22:20,06h 40m,05:00,3.2,585.0,34
Patna (Bihar) to Bettiah,https://www.redbus.in/bus-tickets/patna-to-bettiah,V.I.P Travels,AC Seater/Sleeper,21:40,06h 00m,03:40,3.9,350.0,41
Patna (Bihar) to Bettiah,https://www.redbus.in/bus-tickets/patna-to-bettiah,Jai Hanuman Travels,AC Seater/Sleeper,09:30,06h 30m,16:00,2.4,630.0,41
Patna (Bihar) to Bettiah,https://www.redbus.in/bus-tickets/patna-to-bettiah,Jai Mata Di Tour and Travels,AC Seater/Sleeper,22:40,05h 20m,04:00,2.4,405.0,41
Patna (Bihar) to Bettiah,https://www.redbus.in/bus-tickets/patna-to-bettiah,Hari Om Travels,AC Semi-Sleeper,14:30,06h 00m,20:30,2.4,358.0,41
Patna (Bihar) to Bettiah,https://www.redbus.in/bus-tickets/patna-to-bettiah,Jai Mata Di Tour and Travels,AC Seater/Sleeper,20:00,06h 00m,02:00,1.0,450.0,0
Patna (Bihar) to Bettiah,https://www.redbus.in/bus-tickets/patna-to-bettiah,Om Sai Ram Bus,AC Seater,14:10,04h 35m,18:45,1.0,400.0,0
Patna (Bihar) to Bettiah,https://www.redbus.in/bus-tickets/patna-to-bettiah,Jai Mata Di,AC Seater,05:45,06h 05m,11:50,1.0,450.0,0
Patna (Bihar) to Bettiah,https://www.redbus.in/bus-tickets/patna-to-bettiah,Saurabh Travels,AC Semi-Sleeper,07:12,05h 18m,12:30,1.0,450.0,0
Patna (Bihar) to Bettiah,https://www.redbus.in/bus-tickets/patna-to-bettiah,Saurabh Travels,AC Semi-Sleeper,07:20,05h 10m,12:30,1.0,450.0,0
Patna (Bihar) to Bettiah,https://www.redbus.in/bus-tickets/patna-to-bettiah,Saurabh Travels,AC Semi-Sleeper,08:12,05h 18m,13:30,1.0,450.0,0
Patna (Bihar) to Bettiah,https://www.redbus.in/bus-tickets/patna-to-bettiah,Saurabh Travels,AC Semi-Sleeper,07:25,05h 20m,12:45,1.0,450.0,0
Patna (Bihar) to Bettiah,https://www.redbus.in/bus-tickets/patna-to-bettiah,Om Sai Ram Bus,AC Seater,14:50,04h 30m,19:20,1.0,400.0,0
Patna (Bihar) to Bettiah,https://www.redbus.in/bus-tickets/patna-to-bettiah,Om Sai Ram Bus,Non-AC Seater,15:10,04h 35m,19:45,1.0,350.0,0
Patna (Bihar) to Bettiah,https://www.redbus.in/bus-tickets/patna-to-bettiah,Om Sai Ram Bus,AC Seater,00:50,16h 25m,17:15,1.0,400.0,0
Patna (Bihar) to Bettiah,https://www.redbus.in/bus-tickets/patna-to-bettiah,Om Sai Ram Bus,Non-AC Seater,17:55,04h 25m,22:20,1.0,350.0,0
Patna (Bihar) to Bettiah,https://www.redbus.in/bus-tickets/patna-to-bettiah,Om Sai Ram Bus,AC Seater,18:10,04h 20m,22:30,1.0,400.0,0
Patna (Bihar) to Bettiah,https://www.redbus.in/bus-tickets/patna-to-bettiah,Om Sai Ram Bus,Non-AC Seater,18:30,04h 30m,23:00,0.0,350.0,0
Patna (Bihar) to Bettiah,https://www.redbus.in/bus-tickets/patna-to-bettiah,Om Sai Ram Bus,AC Seater,18:45,04h 45m,23:30,0.0,400.0,0
Patna (Bihar) to Bettiah,https://www.redbus.in/bus-tickets/patna-to-bettiah,Om Sai Ram Bus,AC Seater,21:05,04h 25m,01:30,0.0,400.0,0
Patna (Bihar) to Bettiah,https://www.redbus.in/bus-tickets/patna-to-bettiah,Om Sai Ram Bus,AC Seater,10:00,04h 30m,14:30,0.0,400.0,0
Patna (Bihar) to Bettiah,https://www.redbus.in/bus-tickets/patna-to-bettiah,Om Sai Ram Bus,Non-AC Seater,10:10,04h 35m,14:45,0.0,350.0,0
Patna (Bihar) to Bettiah,https://www.redbus.in/bus-tickets/patna-to-bettiah,Saurabh Travels,AC Semi-Sleeper,07:00,05h 30m,12:30,0.0,450.0,0
Patna (Bihar) to Bettiah,https://www.redbus.in/bus-tickets/patna-to-bettiah,Om Sai Ram Bus,Non-AC Seater,12:55,04h 35m,17:30,0.0,350.0,0
Patna (Bihar) to Bettiah,https://www.redbus.in/bus-tickets/patna-to-bettiah,Om Sai Ram Bus,AC Seater,15:20,04h 40m,20:00,0.0,400.0,0
Patna (Bihar) to Bettiah,https://www.redbus.in/bus-tickets/patna-to-bettiah,Saurabh Travels,AC Semi-Sleeper,07:32,05h 18m,12:50,0.0,450.0,0
Patna (Bihar) to Bettiah,https://www.redbus.in/bus-tickets/patna-to-bettiah,Om Sai Ram Bus,AC Seater,03:10,04h 35m,07:45,0.0,400.0,0
Patna (Bihar) to Bettiah,https://www.redbus.in/bus-tickets/patna-to-bettiah,Om Sai Ram Bus,Non-AC Seater,22:55,04h 35m,03:30,0.0,350.0,0
Patna (Bihar) to Bettiah,https://www.redbus.in/bus-tickets/patna-to-bettiah,Om Sai Ram Bus,AC Seater,11:05,04h 25m,15:30,0.0,400.0,0
Patna (Bihar) to Bettiah,https://www.redbus.in/bus-tickets/patna-to-bettiah,Om Sai Ram Bus,AC Seater,02:25,04h 35m,07:00,0.0,400.0,0
Patna (Bihar) to Bettiah,https://www.redbus.in/bus-tickets/patna-to-bettiah,Om Sai Ram Bus,Non-AC Seater,02:50,04h 35m,07:25,0.0,350.0,0
Patna (Bihar) to Bettiah,https://www.redbus.in/bus-tickets/patna-to-bettiah,Om Sai Ram Bus,Non-AC Seater,14:35,04h 25m,19:00,0.0,350.0,0
Patna (Bihar) to Bettiah,https://www.redbus.in/bus-tickets/patna-to-bettiah,Om Sai Ram Bus,Non-AC Seater,06:05,04h 25m,10:30,0.0,350.0,0
Patna (Bihar) to Bettiah,https://www.redbus.in/bus-tickets/patna-to-bettiah,Om Sai Ram Bus,AC Seater,06:15,04h 30m,10:45,0.0,400.0,0
Patna (Bihar) to Bettiah,https://www.redbus.in/bus-tickets/patna-to-bettiah,Om Sai Ram Bus,AC Seater,08:15,04h 30m,12:45,0.0,400.0,0
Patna (Bihar) to Bettiah,https://www.redbus.in/bus-tickets/patna-to-bettiah,Om Sai Ram Bus,Non-AC Seater,08:29,04h 31m,13:00,0.0,350.0,0
Patna (Bihar) to Bettiah,https://www.redbus.in/bus-tickets/patna-to-bettiah,Om Sai Ram Bus,Non-AC Seater,22:15,04h 30m,02:45,0.0,350.0,0
Patna (Bihar) to Bettiah,https://www.redbus.in/bus-tickets/patna-to-bettiah,Om Sai Ram Bus,AC Seater,22:40,04h 40m,03:20,0.0,400.0,0
Patna (Bihar) to Bettiah,https://www.redbus.in/bus-tickets/patna-to-bettiah,Saurabh Travels,AC Semi-Sleeper,08:41,05h 09m,13:50,0.0,450.0,0
Patna (Bihar) to Bettiah,https://www.redbus.in/bus-tickets/patna-to-bettiah,Saurabh Travels,AC Semi-Sleeper,07:37,05h 23m,13:00,0.0,450.0,0
Patna (Bihar) to Bettiah,https://www.redbus.in/bus-tickets/patna-to-bettiah,Jai Mata Di,AC Seater,05:43,06h 17m,12:00,0.0,450.0,0
Patna (Bihar) to Bettiah,https://www.redbus.in/bus-tickets/patna-to-bettiah,Jai Mata Di,AC Seater,05:47,06h 16m,12:03,0.0,450.0,0
Patna (Bihar) to Bettiah,https://www.redbus.in/bus-tickets/patna-to-bettiah,Om Sai Ram Bus,Non-AC Seater,11:35,04h 25m,16:00,0.0,350.0,0
Patna (Bihar) to Bettiah,https://www.redbus.in/bus-tickets/patna-to-bettiah,Jai Mata Di,AC Seater,05:40,06h 25m,12:05,0.0,450.0,0
Patna (Bihar) to Motihari,https://www.redbus.in/bus-tickets/patna-to-motihari,Bihar state road transport corporation (BSRTC) - 142944,Non-AC Seater,06:00,04h 30m,10:30,3.5,230.0,33
Patna (Bihar) to Motihari,https://www.redbus.in/bus-tickets/patna-to-motihari,Bihar state road transport corporation (BSRTC) - 147264,AC Seater,06:30,04h 00m,10:30,3.6,275.0,54
Patna (Bihar) to Motihari,https://www.redbus.in/bus-tickets/patna-to-motihari,Bihar state road transport corporation (BSRTC) - 146158,Non-AC Seater,09:00,04h 00m,13:00,4.0,230.0,54
Patna (Bihar) to Motihari,https://www.redbus.in/bus-tickets/patna-to-motihari,Bihar state road transport corporation (BSRTC) - 181063,Non-AC Seater,21:20,04h 10m,01:30,3.6,230.0,0
Patna (Bihar) to Motihari,https://www.redbus.in/bus-tickets/patna-to-motihari,Siddhi Vinayak (BSRTC U/T),Non-AC Seater,12:15,04h 00m,16:15,2.6,220.0,0
Patna (Bihar) to Motihari,https://www.redbus.in/bus-tickets/patna-to-motihari,Siddhi Vinayak (BSRTC U/T),Non-AC Seater,15:30,04h 00m,19:30,2.3,220.0,0
Patna (Bihar) to Motihari,https://www.redbus.in/bus-tickets/patna-to-motihari,Hari Om Travels,AC Semi-Sleeper,14:30,03h 30m,18:00,1.0,299.0,0
Patna (Bihar) to Motihari,https://www.redbus.in/bus-tickets/patna-to-motihari,Saurabh Travels,AC Semi-Sleeper,10:30,03h 30m,14:00,1.6,350.0,0
Patna (Bihar) to Motihari,https://www.redbus.in/bus-tickets/patna-to-motihari,Jai Hanuman Travels,AC Seater/Sleeper,09:30,04h 30m,14:00,2.9,630.0,0
Patna (Bihar) to Motihari,https://www.redbus.in/bus-tickets/patna-to-motihari,Jai Hanuman Travels,AC Seater/Sleeper,22:00,06h 00m,04:00,2.3,585.0,0
Patna (Bihar) to Motihari,https://www.redbus.in/bus-tickets/patna-to-motihari,Jai Hanuman Travels,AC Seater/Sleeper,22:20,04h 55m,03:15,1.0,585.0,0
Patna (Bihar) to Motihari,https://www.redbus.in/bus-tickets/patna-to-motihari,Jai Mata Di Tour and Travels,AC Seater/Sleeper,20:00,03h 30m,23:30,2.6,450.0,0
Patna (Bihar) to Motihari,https://www.redbus.in/bus-tickets/patna-to-motihari,Panwar Travels,AC Sleeper,10:00,05h 40m,15:40,2.6,3000.0,0
Patna (Bihar) to Motihari,https://www.redbus.in/bus-tickets/patna-to-motihari,Panwar Travels,AC Seater/Sleeper,18:10,03h 25m,21:35,1.3,1050.0,0
Patna (Bihar) to Motihari,https://www.redbus.in/bus-tickets/patna-to-motihari,Shree Balajee Travels And Cargo,AC Seater/Sleeper,13:00,04h 30m,17:30,1.3,1999.0,0
Patna (Bihar) to Motihari,https://www.redbus.in/bus-tickets/patna-to-motihari,Shree Balajee Travels And Cargo,Non-AC Seater/Sleeper,13:00,03h 30m,16:30,1.3,1999.0,0
Patna (Bihar) to Motihari,https://www.redbus.in/bus-tickets/patna-to-motihari,Shree Balajee Travels And Cargo,AC Sleeper,18:01,03h 30m,21:31,1.0,2500.0,0
Patna (Bihar) to Motihari,https://www.redbus.in/bus-tickets/patna-to-motihari,Jai Mata Di Tour and Travels,AC Seater/Sleeper,13:53,05h 27m,19:20,0.0,360.0,0
Bettiah to Patna (Bihar),https://www.redbus.in/bus-tickets/bettiah-to-patna,Bihar state road transport corporation (BSRTC) - 174631,AC Seater,09:20,06h 40m,16:00,3.2,331.0,25
Bettiah to Patna (Bihar),https://www.redbus.in/bus-tickets/bettiah-to-patna,Bihar state road transport corporation (BSRTC) - 146159,Non-AC Seater,14:30,05h 00m,19:30,3.1,285.0,37
Bettiah to Patna (Bihar),https://www.redbus.in/bus-tickets/bettiah-to-patna,Bihar state road transport corporation (BSRTC) - 170674,Non-AC Seater,20:30,05h 30m,02:00,2.2,285.0,37
Bettiah to Patna (Bihar),https://www.redbus.in/bus-tickets/bettiah-to-patna,Jai Hanuman Travels,AC Seater/Sleeper,21:30,08h 01m,05:31,3.9,495.0,41
Bettiah to Patna (Bihar),https://www.redbus.in/bus-tickets/bettiah-to-patna,Jai Hanuman Travels,AC Seater/Sleeper,09:55,06h 55m,16:50,3.9,450.0,41
Bettiah to Patna (Bihar),https://www.redbus.in/bus-tickets/bettiah-to-patna,V.I.P Travels,AC Seater/Sleeper,10:10,06h 00m,16:10,1.0,350.0,41
Bettiah to Patna (Bihar),https://www.redbus.in/bus-tickets/bettiah-to-patna,Jai Mata Di Tour and Travels,AC Seater/Sleeper,12:17,05h 43m,18:00,1.2,405.0,41
Bettiah to Patna (Bihar),https://www.redbus.in/bus-tickets/bettiah-to-patna,Jai Mata Di Tour and Travels,AC Seater/Sleeper,22:00,07h 00m,05:00,1.8,450.0,41
Bettiah to Patna (Bihar),https://www.redbus.in/bus-tickets/bettiah-to-patna,Saurabh Travels,AC Semi-Sleeper,15:30,06h 45m,22:15,1.0,450.0,41
Bettiah to Patna (Bihar),https://www.redbus.in/bus-tickets/bettiah-to-patna,Jai Mata Di,AC Seater,12:39,06h 06m,18:45,1.0,450.0,41
Bettiah to Patna (Bihar),https://www.redbus.in/bus-tickets/bettiah-to-patna,Jai Mata Di,AC Seater,12:44,06h 16m,19:00,1.0,450.0,41
Bettiah to Patna (Bihar),https://www.redbus.in/bus-tickets/bettiah-to-patna,Jai Mata Di,AC Seater,12:30,06h 20m,18:50,1.0,450.0,41
Bettiah to Patna (Bihar),https://www.redbus.in/bus-tickets/bettiah-to-patna,Jai Mata Di,AC Seater,12:41,06h 24m,19:05,1.0,450.0,41
Bettiah to Patna (Bihar),https://www.redbus.in/bus-tickets/bettiah-to-patna,Om Sai Ram Bus,Non-AC Seater,10:30,04h 30m,15:00,1.0,350.0,41
Bettiah to Patna (Bihar),https://www.redbus.in/bus-tickets/bettiah-to-patna,Om Sai Ram Bus,Non-AC Seater,21:30,04h 15m,01:45,1.0,350.0,42
Bettiah to Patna (Bihar),https://www.redbus.in/bus-tickets/bettiah-to-patna,Om Sai Ram Bus,Non-AC Seater,04:15,04h 30m,08:45,1.0,350.0,0
Bettiah to Patna (Bihar),https://www.redbus.in/bus-tickets/bettiah-to-patna,Om Sai Ram Bus,AC Seater,05:50,04h 10m,10:00,1.0,400.0,0
Bettiah to Patna (Bihar),https://www.redbus.in/bus-tickets/bettiah-to-patna,Om Sai Ram Bus,Non-AC Seater,06:20,04h 10m,10:30,1.0,350.0,0
Bettiah to Patna (Bihar),https://www.redbus.in/bus-tickets/bettiah-to-patna,Om Sai Ram Bus,AC Seater,07:25,04h 35m,12:00,1.0,400.0,0
Bettiah to Patna (Bihar),https://www.redbus.in/bus-tickets/bettiah-to-patna,Om Sai Ram Bus,Non-AC Seater,10:05,04h 25m,14:30,0.0,350.0,0
Bettiah to Patna (Bihar),https://www.redbus.in/bus-tickets/bettiah-to-patna,Om Sai Ram Bus,AC Seater,10:20,04h 25m,14:45,0.0,400.0,0
Bettiah to Patna (Bihar),https://www.redbus.in/bus-tickets/bettiah-to-patna,Om Sai Ram Bus,AC Seater,10:40,04h 25m,15:05,0.0,400.0,0
Bettiah to Patna (Bihar),https://www.redbus.in/bus-tickets/bettiah-to-patna,Om Sai Ram Bus,Non-AC Seater,14:30,05h 15m,19:45,0.0,350.0,0
Bettiah to Patna (Bihar),https://www.redbus.in/bus-tickets/bettiah-to-patna,Om Sai Ram Bus,AC Seater,14:40,04h 35m,19:15,0.0,400.0,0
Bettiah to Patna (Bihar),https://www.redbus.in/bus-tickets/bettiah-to-patna,Om Sai Ram Bus,AC Seater,21:50,03h 40m,01:30,0.0,400.0,0
Bettiah to Patna (Bihar),https://www.redbus.in/bus-tickets/bettiah-to-patna,Om Sai Ram Bus,Non-AC Seater,22:10,04h 20m,02:30,0.0,350.0,0
Bettiah to Patna (Bihar),https://www.redbus.in/bus-tickets/bettiah-to-patna,Om Sai Ram Bus,AC Seater,22:25,04h 35m,03:00,0.0,400.0,0
Bettiah to Patna (Bihar),https://www.redbus.in/bus-tickets/bettiah-to-patna,Om Sai Ram Bus,Non-AC Seater,00:25,04h 35m,05:00,0.0,350.0,0
Bettiah to Patna (Bihar),https://www.redbus.in/bus-tickets/bettiah-to-patna,Om Sai Ram Bus,Non-AC Seater,13:00,19h 29m,08:29,0.0,350.0,0
Bettiah to Patna (Bihar),https://www.redbus.in/bus-tickets/bettiah-to-patna,Om Sai Ram Bus,Non-AC Seater,14:45,19h 25m,10:10,0.0,350.0,0
Bettiah to Patna (Bihar),https://www.redbus.in/bus-tickets/bettiah-to-patna,Om Sai Ram Bus,Non-AC Seater,16:00,19h 35m,11:35,0.0,350.0,0
Bettiah to Patna (Bihar),https://www.redbus.in/bus-tickets/bettiah-to-patna,Om Sai Ram Bus,Non-AC Seater,17:30,19h 25m,12:55,0.0,350.0,0
Bettiah to Patna (Bihar),https://www.redbus.in/bus-tickets/bettiah-to-patna,Om Sai Ram Bus,Non-AC Seater,19:00,19h 35m,14:35,0.0,350.0,0
Bettiah to Patna (Bihar),https://www.redbus.in/bus-tickets/bettiah-to-patna,Om Sai Ram Bus,Non-AC Seater,19:45,19h 25m,15:10,0.0,350.0,0
Bettiah to Patna (Bihar),https://www.redbus.in/bus-tickets/bettiah-to-patna,Om Sai Ram Bus,Non-AC Seater,22:20,19h 35m,17:55,0.0,350.0,0
Bettiah to Patna (Bihar),https://www.redbus.in/bus-tickets/bettiah-to-patna,Hari Om Travels,AC Semi-Sleeper,06:00,05h 15m,11:15,0.0,358.0,0
Bettiah to Patna (Bihar),https://www.redbus.in/bus-tickets/bettiah-to-patna,Saurabh Travels,AC Semi-Sleeper,09:13,06h 47m,16:00,0.0,450.0,0
Bettiah to Patna (Bihar),https://www.redbus.in/bus-tickets/bettiah-to-patna,Saurabh Travels,AC Semi-Sleeper,15:37,06h 38m,22:15,0.0,450.0,0
Bettiah to Patna (Bihar),https://www.redbus.in/bus-tickets/bettiah-to-patna,Saurabh Travels,AC Semi-Sleeper,15:21,06h 24m,21:45,0.0,450.0,0
Bettiah to Patna (Bihar),https://www.redbus.in/bus-tickets/bettiah-to-patna,Saurabh Travels,AC Semi-Sleeper,15:15,06h 05m,21:20,0.0,450.0,0
Bettiah to Patna (Bihar),https://www.redbus.in/bus-tickets/bettiah-to-patna,Saurabh Travels,AC Semi-Sleeper,15:00,06h 00m,21:00,0.0,450.0,0
Bettiah to Patna (Bihar),https://www.redbus.in/bus-tickets/bettiah-to-patna,Saurabh Travels,AC Semi-Sleeper,15:00,17h 45m,08:45,0.0,450.0,0
Balmiki Nagar (bihar) to Patna (Bihar),https://www.redbus.in/bus-tickets/balmiki-nagar-bihar-to-patna,Bihar state road transport corporation (BSRTC) - 174631,AC Seater,06:00,10h 00m,16:00,3.0,428.0,37
Balmiki Nagar (bihar) to Patna (Bihar),https://www.redbus.in/bus-tickets/balmiki-nagar-bihar-to-patna,Jai Mata Di Tour and Travels,AC Seater/Sleeper,18:30,10h 30m,05:00,2.3,450.0,0
Patna (Bihar) to Balmiki Nagar (bihar),https://www.redbus.in/bus-tickets/patna-to-balmiki-nagar-bihar,Bihar state road transport corporation (BSRTC) - 147264,AC Seater,06:30,09h 00m,15:30,3.5,428.0,30
Patna (Bihar) to Balmiki Nagar (bihar),https://www.redbus.in/bus-tickets/patna-to-balmiki-nagar-bihar,Jai Mata Di Tour and Travels,AC Seater/Sleeper,22:40,08h 20m,07:00,2.7,405.0,34
Patna (Bihar) to Balmiki Nagar (bihar),https://www.redbus.in/bus-tickets/patna-to-balmiki-nagar-bihar,Jai Mata Di Tour and Travels,AC Seater/Sleeper,20:00,10h 00m,06:00,1.8,450.0,0
Patna (Bihar) to Katihar,https://www.redbus.in/bus-tickets/patna-to-katihar,Bihar state road transport corporation (BSRTC) - 142847,AC Seater,21:25,09h 05m,06:30,3.2,468.0,33
Patna (Bihar) to Katihar,https://www.redbus.in/bus-tickets/patna-to-katihar,Sri Krishna Rath,AC Seater/Sleeper,21:00,09h 05m,06:05,1.3,720.0,15
Patna (Bihar) to Katihar,https://www.redbus.in/bus-tickets/patna-to-katihar,Sri Krishna Rath,AC Seater/Sleeper,20:00,09h 05m,05:05,1.3,675.0,25
Patna (Bihar) to Katihar,https://www.redbus.in/bus-tickets/patna-to-katihar,Sri Krishna Rath,AC Seater/Sleeper,20:45,08h 45m,05:30,1.3,899.0,32
Patna (Bihar) to Katihar,https://www.redbus.in/bus-tickets/patna-to-katihar,Sri Krishna Rath,AC Seater/Sleeper,19:00,08h 45m,03:45,1.3,809.0,26
Ranchi to Patna (Bihar),https://www.redbus.in/bus-tickets/ranchi-to-patna,Bihar state road transport corporation (BSRTC) - 153614,AC Seater,20:55,08h 35m,05:30,3.7,500.0,28
Ranchi to Patna (Bihar),https://www.redbus.in/bus-tickets/ranchi-to-patna,MAA SHANTI TRAVELS,AC Sleeper,22:20,07h 35m,05:55,4.4,1170.0,15
Ranchi to Patna (Bihar),https://www.redbus.in/bus-tickets/ranchi-to-patna,MAA SHANTI TRAVELS,AC Seater/Sleeper,21:00,09h 35m,06:35,4.0,585.0,18
Ranchi to Patna (Bihar),https://www.redbus.in/bus-tickets/ranchi-to-patna,Rekha Luxury,AC Seater/Sleeper,20:30,09h 00m,05:30,4.2,800.0,10
Ranchi to Patna (Bihar),https://www.redbus.in/bus-tickets/ranchi-to-patna,Arzoo Travels,AC Seater/Sleeper,21:00,08h 00m,05:00,3.4,600.0,15
